model,noise,pdb_id,entropy_bits,normalized_entropy
fullbackbone,0.1,1HEL,4.020867748016357,0.9303411948877295
fullbackbone,0.1,1HEL,3.9275413912930417,0.9087475092283784
fullbackbone,0.1,1HEL,3.9596118821273305,0.9161679220927726
fullbackbone,0.1,1HEL,3.9662598653098113,0.9177061205626512
fullbackbone,0.1,1IGD,3.432433192667684,0.7941902589096961
fullbackbone,0.1,1IGD,3.4253478892983464,0.7925508740764039
fullbackbone,0.1,1IGD,3.5896071614961342,0.8305568909724506
fullbackbone,0.1,1IGD,3.5622761540779604,0.8242330913121774
fullbackbone,0.1,1IGD,3.429731601907348,0.7935651696668806
fullbackbone,0.1,1IGD,3.4294663968224786,0.7935038069882226
fullbackbone,0.1,1IGD,3.7176296437036194,0.8601785041498955
fullbackbone,0.1,1IGD,3.5184186434518905,0.8140854188698822
fullbackbone,0.1,1LZ1,3.9460680627529086,0.9130341773665603
fullbackbone,0.1,1LZ1,3.9305274003210866,0.9094384066617665
fullbackbone,0.1,1LZ1,4.030469532568119,0.932562838640461
fullbackbone,0.1,1LZ1,4.045011690191998,0.9359275770869618
fullbackbone,0.1,1LZ1,3.9920234391463945,0.9236672502415693
fullbackbone,0.1,1LZ1,4.007478072645444,0.9272431157256183
fullbackbone,0.1,1LZ1,3.87748999671772,0.8971667069853865
fullbackbone,0.1,1LZ1,4.0531973667402985,0.9378215643002114
fullbackbone,0.1,1MBN,3.7037631751642714,0.8569701054364252
fullbackbone,0.1,1MBN,3.588475197389717,0.8302949791401467
fullbackbone,0.1,1MBN,3.574670169612054,0.8271007964803303
fullbackbone,0.1,1MBN,3.453629204130578,0.7990945541680943
fullbackbone,0.1,1MBN,3.6459296208781447,0.8435886809850233
fullbackbone,0.1,1MBN,3.6898877189325012,0.8537596271667418
fullbackbone,0.1,1MBN,3.5391586425406656,0.818884202799978
fullbackbone,0.1,1MBN,3.630956553334189,0.8401242393711824
fullbackbone,0.1,1PIN,3.913099884124476,0.9054060591043819
fullbackbone,0.1,1PIN,3.9300893370244023,0.9093370483589287
fullbackbone,0.1,1PIN,3.966719767810517,0.9178125319814922
fullbackbone,0.1,1PIN,3.813676171701307,0.8824015781781993
fullbackbone,0.1,1PIN,3.9642118654076683,0.917232258004742
fullbackbone,0.1,1PIN,3.7856887085764113,0.8759258889694863
fullbackbone,0.1,1PIN,3.839855833751513,0.8884589816045023
fullbackbone,0.1,1PIN,3.931687441734352,0.909706814971159
fullbackbone,0.1,1R69,3.6965205503403546,0.8552943198460808
fullbackbone,0.1,1R69,3.566002241652252,0.8250952267971938
fullbackbone,0.1,1R69,3.633028486848291,0.8406036396454611
fullbackbone,0.1,1R69,3.529457156366724,0.8166394902640572
fullbackbone,0.1,1R69,3.724131718705087,0.8616829426455658
fullbackbone,0.1,1R69,3.318594019948981,0.7678503545384574
fullbackbone,0.1,1R69,3.3871151807570685,0.7837046582898651
fullbackbone,0.1,1R69,3.6622248214052435,0.8473590353660634
fullbackbone,0.1,1RIS,3.4620632810949514,0.8010460158257628
fullbackbone,0.1,1RIS,3.429254656155144,0.7934548148109615
fullbackbone,0.1,1RIS,3.355693181114823,0.7764342921587358
fullbackbone,0.1,1RIS,3.307373054780543,0.7652540676678563
fullbackbone,0.1,1RIS,3.2512621400282553,0.7522712244737124
fullbackbone,0.1,1RIS,3.4363671861178684,0.7951004992847819
fullbackbone,0.1,1RIS,3.384349794463077,0.7830648081504649
fullbackbone,0.1,1RIS,3.7047036089955023,0.8571877013358904
fullbackbone,0.1,1SHG,3.7074261485371833,0.8578176376703013
fullbackbone,0.1,1SHG,3.814722252065488,0.882643618383685
fullbackbone,0.1,1SHG,3.5190248314992894,0.8142256775771282
fullbackbone,0.1,1SHG,3.7567754291039717,0.8692359860285644
fullbackbone,0.1,1SHG,3.660112709729815,0.8468703387406089
fullbackbone,0.1,1SHG,3.73135131277593,0.8633533994214163
fullbackbone,0.1,1SHG,3.503295060407364,0.8105861512484664
fullbackbone,0.1,1SHG,3.644711998175822,0.8433069496198571
fullbackbone,0.1,1STN,3.6672045465305003,0.848511235267572
fullbackbone,0.1,1STN,3.5220471076978868,0.8149249664436349
fullbackbone,0.1,1STN,3.644534875735102,0.8432659673460128
fullbackbone,0.1,1STN,3.680753320672887,0.8516461264191426
fullbackbone,0.1,1STN,3.6310949966956794,0.8401562721487879
fullbackbone,0.1,1STN,3.630346667217384,0.8399831250112451
fullbackbone,0.1,1STN,3.5953641994613212,0.8318889441299284
fullbackbone,0.1,1STN,3.6415442121036015,0.8425739929387943
fullbackbone,0.1,1TIM,3.837234724484865,0.8878525140258888
fullbackbone,0.1,1TIM,3.8538148486763335,0.8916887935352776
fullbackbone,0.1,1TIM,3.8220868826251007,0.8843476334431499
fullbackbone,0.1,1TIM,3.802919185468669,0.8799126459247074
fullbackbone,0.1,1TIM,3.8630494130672046,0.8938254705433462
fullbackbone,0.1,1TIM,3.835133350692965,0.8873663019127381
fullbackbone,0.1,1TIM,3.9015011458312236,0.9027223637631815
fullbackbone,0.1,1TIM,3.774247596728251,0.873278664953498
fullbackbone,0.1,1TUP,3.9921384455715203,0.9236938602227168
fullbackbone,0.1,1TUP,3.977014581056932,0.9201945274752611
fullbackbone,0.1,1TUP,3.9066546197142604,0.903914765341804
fullbackbone,0.1,1TUP,3.9871338785095434,0.9225359124382784
fullbackbone,0.1,1TUP,3.965050489406075,0.9174262973270062
fullbackbone,0.1,1TUP,4.0196590028968116,0.9300615176018034
fullbackbone,0.1,1TUP,3.954814772217295,0.9150579753734576
fullbackbone,0.1,1TUP,3.8739669964704855,0.8963515614832199
fullbackbone,0.1,1UBI,3.6304817522384787,0.8400143807420507
fullbackbone,0.1,1UBI,3.5626245041757088,0.8243136919353484
fullbackbone,0.1,1UBI,3.5471754519093097,0.8207391178269373
fullbackbone,0.1,1UBI,3.572310926845748,0.8265549191046523
fullbackbone,0.1,1UBI,3.594803939084235,0.831759312084974
fullbackbone,0.1,1UBI,3.4327724311743797,0.7942687513092103
fullbackbone,0.1,1UBI,3.647381457426871,0.8439246043314675
fullbackbone,0.1,1UBI,3.443355512278642,0.7967174457048394
fullbackbone,0.1,1UBQ,3.3565367644959245,0.7766294789741064
fullbackbone,0.1,1UBQ,3.597849338680665,0.8324639512019534
fullbackbone,0.1,1UBQ,3.493229096940641,0.8082571066078047
fullbackbone,0.1,1UBQ,3.3390258280165592,0.7725778297807567
fullbackbone,0.1,1UBQ,3.5081644319728453,0.8117128177404984
fullbackbone,0.1,1UBQ,3.635595137314775,0.8411975066442019
fullbackbone,0.1,1UBQ,3.5493460060613367,0.8212413367681998
fullbackbone,0.1,1UBQ,3.385893046626091,0.783421883078398
fullbackbone,0.1,1VII,3.1287043499044227,0.7239140219860513
fullbackbone,0.1,1VII,3.3910611120726517,0.784617660826916
fullbackbone,0.1,1VII,3.279950000961541,0.7589089704758317
fullbackbone,0.1,1VII,3.0923142370125554,0.715494142688449
fullbackbone,0.1,1VII,3.1898079871327485,0.7380520723855034
fullbackbone,0.1,1VII,3.099665973303956,0.7171951742951751
fullbackbone,0.1,1VII,2.883302492789515,0.6671333787807173
fullbackbone,0.1,1VII,3.1167749181580073,0.7211538113845544
fullbackbone,0.1,2ACY,3.7071653659802783,0.8577572982682614
fullbackbone,0.1,2ACY,3.537172552539597,0.8184246648443563
fullbackbone,0.1,2ACY,3.721730251613821,0.8611272954810267
fullbackbone,0.1,2ACY,3.647404669141921,0.8439299750166201
fullbackbone,0.1,2ACY,3.725022945457023,0.861889153098949
fullbackbone,0.1,2ACY,3.6860230270612733,0.852865421667164
fullbackbone,0.1,2ACY,3.8151943351295734,0.882752848119516
fullbackbone,0.1,2ACY,3.796545046035516,0.8784378089322332
fullbackbone,0.1,2CI2,3.561626708060752,0.824082823653172
fullbackbone,0.1,2CI2,3.5838550686462334,0.8292259820069114
fullbackbone,0.1,2CI2,3.681338863128994,0.8517816081863658
fullbackbone,0.1,2CI2,3.6276975182363365,0.8393701696536163
fullbackbone,0.1,2CI2,3.6344236298432024,0.8409264453387261
fullbackbone,0.1,2CI2,3.62977135475863,0.83985001024253
fullbackbone,0.1,2CI2,3.4862944472570634,0.8066525797551295
fullbackbone,0.1,2CI2,3.515815846080945,0.8134831882649759
fullbackbone,0.1,2CRO,3.7926300744609343,0.8775319698047352
